"tweetid","username","tweet","created_at","place","location","classification"
"1285583477354762240","emilyr293","This Kanye shit isn’t funny. Bipolar disorder is a SERIOUS mental illness. People need to stop egging him on and laughing it off. The dude needs help.","2020-07-21 14:32:40","Richmond, VA",NULL,"neutral"
"1285583477421858816","_hollow_bones_","It really bothers me as a former administrative assistant when I interact a completely incompetent one. I asked about a unit yesterday and two hours ago I got an email that it was still available, now it’s gone. Way to be really helpful. Thanks lady.","2020-07-21 14:32:40","Cleveland, OH",NULL,"neutral"
"1285583481322573824","markaduck","Y’all, it’s a struggle to get people to even wear masks. Don’t nag them over the type of mask. Let’s focus effort on participation, not on perfection.","2020-07-21 14:32:41","On your phone ",NULL,"neutral"
"1285583484787003392","OwlRespector","For those confused by what is happening in the east Mediterrranean. Greece and Turkey have conflicting claimed eezs. Turkey has been sending research ships in the conflicting waters and after months of warnings Greece may take action against what it and EU see as violations. https://t.co/VbAIdUoO6w","2020-07-21 14:32:42",NULL,NULL,"neutral"
"1285583489836802048","NagrathAshok","You people if appreciate the film means niping it in the bud because of your present status in public, if you have enormity with producers then go on","2020-07-21 14:32:43","India, Delhi",NULL,"neutral"
"1285583489870393344","AungAun19682889","????I earned $207 just using my phone from my couch! You can earn too! ????

Sign up now to get $25 bonus: https://t.co/zXbp3xvhIk

This is the best and easiest way to make money online! Start earning for FREE! ????

PS ???? - Bonus for Limited Time Only ⌛ #onlinejob #earnmoney","2020-07-21 14:32:43",NULL,NULL,"neutral"
"1285583493980991491","DC_Edvocate","Please read this IMPORTANT MESSAGE! Then ADVOCATE for more funding for tech!!! Students living in digital deserts need us to fight for them!","2020-07-21 14:32:44","Washington DC",NULL,"neutral"
"1285583494048108544","claude_arts","To learn more about our guest speaker today-Itah Sadu is a dynamic community activist, award-winning author and storyteller and entrepreneur. She is the owner of Toronto bookstore A Different Booklist. Read more about her: https://t.co/RflIAO84mo.
Thank you to Itah and Danilo!!!","2020-07-21 14:32:44",NULL,NULL,"neutral"
"1285583494077349888","ArdentFederali1","William McGurn: If Portland's mayor won't stop the violence, why should Trump let him off the hook? https://t.co/eagLzs0HQi #FoxNews 

I'm ""concerned"" that you mayors are NOT doing your jobs.  YOU are the problem.  Trump is trying to fix this mess YOU idiots created.","2020-07-21 14:32:44",NULL,NULL,"neutral"
"1285583494077468672","shane_r","“Government will not order an investigation of Russian activities around the EU Referendum vote, because it’s already been exposed for cheating the vote in the first place. Why prove it again?” #Russia  https://t.co/R0bYRSNiux","2020-07-21 14:32:44","Canada/UK",NULL,"neutral"
"1285583498280005634","yumemadeato","while searching for what is the best phone, i saw this article of how chinese phones steal your info and send back to china..... like, idk, what are they gonna do, judge my mercari shopping spree?? ""wow that girl bought a lot of winwin cards this month""","2020-07-21 14:32:45","東京",NULL,"neutral"
"1285583502377750529","jaeksoned","“shut up if you have nothing intelligent to say”

where was this energy when you had nothing intelligent to say but you still sent your tweets","2020-07-21 14:32:46","cupboard under the stairs",NULL,"neutral"
"1285583502415544325","_joyul","hello, Hwasa eonni! i'm a big fan anyway!! ⭐__⭐ Maria song is so good and meaningful.. i do like it and listen to it every single day. ????","2020-07-21 14:32:46","English RP ✰ Yeonjun",NULL,"neutral"
"1285583506723274753","vminkkyussi","WE LOST AGAIN AND THAT IS TO IN ALL CATEGORIES LIKE THERE WASN'T EVEN ANY HOPE OF WINNING FOR US TODAY.
PLEASE COLLECT HEARTS AND VOTE WE CAN'T AFFORD TO LOSE SO MANY TIMES","2020-07-21 14:32:47","I love you more than love",NULL,"neutral"
"1285583510569459715","alistaircoleman","NEW: Our fortnightly Disinformation Watch newsletter, covering Dis/Misinfo and technology news from the last two weeks. 

Subscription is free, drop me a DM with your email address if interested. 

https://t.co/RtY7GPAjJ7 https://t.co/iO5GIVJcZq","2020-07-21 14:32:48","Fleet, UK",NULL,"neutral"
"1285583510867267585","SwingingForward","My beloved $TSLA This is why7 I'm buyng puts into ER. At least I can execute them if it tanks!
 JMP Securities downgraded Tesla (TSLA) to Mkt Perform from Mkt Outperform; they noted the company's valuation now slightly e... https://t.co/gq8yZX5RkC","2020-07-21 14:32:48","Earth",NULL,"neutral"
"1285583519209582592","kboxstats","#HappyBirthdaySuriya 

Challenge yourself. It is the only path which leds to growth- #MorganFreeman 

#Suriya is a constant learner...Every time he fails, he comes back stronger..refined.  Well cut mashup???? 
#NadippinNayagan -The sobriquet says it all ????

https://t.co/HeAt70tpgW","2020-07-21 14:32:50","Kozhikode, India",NULL,"neutral"
"1285583519260041218","GCBCsports","Controversial Call in Celtics v.s. Clippers
Ball Handler runs into Defender that has feet set (Firmly planted on the ground, Toe to Heel)
Good Call 67%
Bad Call 33%
https://t.co/phLRVYlwJ6","2020-07-21 14:32:50",NULL,NULL,"neutral"
"1285583519285116928","aochiefk","We all know KillerTrump thinks he is above the law, but sending his stormtroopers in violating the laws we have is the last straw. It’s time to lock him up before he kills more people with his in action and crazy actions, time for some leadership by congress (Senate Republicans).","2020-07-21 14:32:50",NULL,NULL,"neutral"
"1285583519356354561","NeilJajajaphet","A lot of us are wrong --

Happiness is temporary, pain is permanently..

Its the good memories that keeps us smile or happy. But the sadness and pain is here, no need to think anything. You are just empty, and that's pain.","2020-07-21 14:32:50","Paititi????",NULL,"neutral"
"1285583523416551424","seriouslyfit","Republicans are getting desperate — just not enough to compromise on their right-wing policies: Conservative columnist #SmartNews  https://t.co/LOA3s0lHh5","2020-07-21 14:32:51",NULL,NULL,"neutral"
"1285583523445866496","kaministry1","Hearing the testimony of other Brothern were Gid showed them, they grumble, complained etc. In serving the Lord, God reminded them ""Start Serving Me With Gladness, Joy""(paraphasing ) Do everything without grumbling n complaining God takes it seriously n that ha not changed.","2020-07-21 14:32:51","Massachusetts ",NULL,"neutral"
"1285583526939828224","coffeeFTwords","I’ve been writing creatively since secondary school but I’ve been wanting to work my way through this book since I received it in a set for my 18th. Knowledge is power and all that ✍???? PS. My handwriting isn’t straight and neither am I https://t.co/L057QouOFV","2020-07-21 14:32:52","Wales, UK",NULL,"neutral"
"1285583527568760833","TheTucsonHeat","I can think of one who destroys the White House bathroom every day while he tweets with tiny fingers from his throne.","2020-07-21 14:32:52","The Seventh Circle",NULL,"neutral"
"1285583527652851712","cbschicago","Before COVID-19, Manish Mallick's trips to the South Side were limited to attending classes at the University of Chicago. Now he's a South Side regular, and a popular one. He regularly arrives bearing food for the hungry from his Indian restaurant downtown https://t.co/xlZCQW7teu","2020-07-21 14:32:52","Chicago",NULL,"neutral"
"1285583527673827328","selinesunn","you spend hours watching their content and then go pronounce the name how you THINK it should be pronounced by applying ur English pronunciation rules to non-english names. stfu!!!! stfu.","2020-07-21 14:32:52","???????????????????????? • 19 she/her",NULL,"neutral"
"1285583531926794247","Sameera_Karim","Akshay is on a diet for his wedding to which he doesn’t have a girl. He’s also on this diet because his mom said so ???? can Sima mummy please handle him #IndianMatchmaking","2020-07-21 14:32:53","south africa ",NULL,"neutral"
"1285583531960229889","BitterMercy","Last Tuesday I planted spinach seeds that I had seed banked back in 2014.

Today they sprouted.

Moral of the story: create and curate your own seed banks.","2020-07-21 14:32:53",NULL,NULL,"neutral"
"1285583536200744962","loadedd0ne","Sum nigga be wanting to be street sooooooooo baaaaddddddd but don’t wanna suffer the consequences that comes with the territory ???? .. Getcho baby ass back on the sidewalk lil nigga ????????","2020-07-21 14:32:54",NULL,NULL,"neutral"
"1285583539690524673","nicolelatchana","genuine questions, does anyone else's anxiety manifest by stopping you from breathing?  I have to take lots of huge breaths to make up for it.  I meditate daily, panic angry rant to my poor therapist and eat lots of vegetables, what else can I do? https://t.co/xHvBxwgVyt","2020-07-21 14:32:55","London",NULL,"neutral"
"1285583540214800384","ajzeigler","I remember sitting in the waiting room in her pediatrician's office with my daughter a few years ago; in the next room a child was screaming over a shot ... one shot, &amp; we were like, ""Amateur.""","2020-07-21 14:32:55","Louisiana",NULL,"neutral"
"1285583540315463680","Fawkes98","I hope in the afterlife there's some kind of entity I can ask for my stats like how many blades of grass I've trimmed or how many jumps I've done or how many times I've listened to negative creep","2020-07-21 14:32:55","Newcastle Upon Tyne, England",NULL,"neutral"
"1285583544262295553","JBkidrauhlss","the amount of POWER he had over girls and the whole music industry at just 16 years old. ever since, NO ONE has gotten past his level. yes people love him, other people hate him. but you can’t deny that he’s one of the MOST famous artists to ever walk this earth.","2020-07-21 14:32:56","the crossroads of destiny",NULL,"neutral"
"1285583548582256641","rocchiroad","Here’s #Trump telling us that the protesters in #Portland are actually anarchists who hate America. FFS people, he’s taking our basic rights away!! Wake the fuck up; your blue city could be next! 
#PortlandGestapo 
#TraitorTrump 
#GOPGestapo 
#GOPBetrayedAmerica","2020-07-21 14:32:57","SF",NULL,"neutral"
"1285583556912099329","Alex04240726","A new city pop themed Magical Girl RPG!
Take part in our pre-registration Scratch Off campaign to get powerful dresses and other great rewards! 
#mgcm #preregistration
https://t.co/rbKVVlOyIU","2020-07-21 14:32:59","Stockholm, Sverige",NULL,"neutral"
"1285583556950077440","InmyOpinion16","Well said that man - we should organise a Thursday night clap to support the view that we are governed by a bunch of fucking crooks #ToryLies #LiarJohnson","2020-07-21 14:32:59",NULL,NULL,"neutral"
"1285583557063315457","anas_cactus","Yours is more expressive... Kinda wonder if anyone is really okay anymore. We're all screwed up in some way or another. I have humor though. Lifeline....","2020-07-21 14:32:59",NULL,NULL,"neutral"
"1285583560800268291","kareneilene","Wake up America, this push for communism and hatred of our country is everywhere! Pull your kids out of public schools! This is wrong  on so many levels! I hope he has an attorney!","2020-07-21 14:33:00","Phoenix, AZ",NULL,"neutral"
"1285583561140166656","WRCB","RAPE ALLEGATIONS: A lawsuit filed Monday accuses four Fox News personalities of sexual harassment, including an allegation that co-anchor Ed Henry 'violently' raped a colleague. https://t.co/B3xsTwDSa4","2020-07-21 14:33:00","Chattanooga, TN",NULL,"neutral"
"1285583564818374657","Sumit_025","Congratulation everyone we finally hit 100m views on #KallaSohnaNai  ????????♥️  

RT &amp; Like ????

ab kuch haters bolenge yeh fake he ???? https://t.co/dxOXIIZzox","2020-07-21 14:33:01",NULL,NULL,"neutral"
